name,type,z,hostz,specjd,maxjd,phase,fname,flag,instrument,ntype,deljd_r,deljd_g,deljd,id,tag
ZTF18aajnqmp,AGN,0.0884,,2458279.5,2458894.95,-615.45,../ML_spectra/spectra/ZTF18aajnqmp_20180610_P60_v1.ascii,0,P60,AGN,950.304502299994,919.284780099988,950.304502299994,,
ZTF18aajpjdi,Ia,0.08,0.074638,2458233.5,2458245.66,-12.16,../ML_spectra/spectra/ZTF18aajpjdi_20180425_P60_v1.ascii,1,P60,Ia,60.9043980999923,918.23688660004,918.23688660004,,
ZTF18aajrwju,AGN,0.159,,2458274.5,2458939.93,-665.43,../ML_spectra/spectra/ZTF18aajrwju_20180605_P60_v1.ascii,0,P60,AGN,937.652233799927,916.663148100022,937.652233799927,,
ZTF18aajswer,AGN,0.07,,2458321.5,2458936.96,-615.46,../ML_spectra/spectra/ZTF18aajswer_20180722_P60_v1.ascii,0,P60,AGN,897.792777800001,818.922407399863,897.792777800001,,
ZTF18aakecej,Ia,0.062,0.06647,2458234.5,2458232.63,1.87,../ML_spectra/spectra/ZTF18aakecej_20180426_P60_v2.ascii,1,P60,Ia,945.204131999992,811.890995300368,945.204131999992,,
ZTF18aaklpdo,Ia,0.042,0.044979,2458432.5,2458434.93,-2.43,../ML_spectra/spectra/ZTF18aaklpdo_20181110_P60_v1.ascii,1,P60,Ia,245.309351799551,46.0213426002229,245.309351799551,,
ZTF18aakrnvd,IIn,0.047,0.045349,2458255.5,2458312.64,-57.14,../ML_spectra/spectra/ZTF18aakrnvd_20180517_P60_v1.ascii,1,P60,IIn,408.973657499992,795.908506900065,795.908506900065,,
ZTF18aakrnvd,IIn,0.047,0.045349,2458255.5,2458312.64,-57.14,../ML_spectra/spectra/ZTF18aakrnvd_20180517_P60_v2.ascii,1,P60,IIn,408.973657499992,795.908506900065,795.908506900065,,
ZTF18aakrnvd,IIn,0.047,0.045349,2458255.5,2458312.64,-57.14,../ML_spectra/spectra/ZTF18aakrnvd_20180517_P60_v3.ascii,1,P60,IIn,408.973657499992,795.908506900065,795.908506900065,,
ZTF18aakrnvd,IIn,0.047,0.045349,2458255.5,2458312.64,-57.14,../ML_spectra/spectra/ZTF18aakrnvd_20180517_P60_v4.ascii,1,P60,IIn,408.973657499992,795.908506900065,795.908506900065,,
ZTF18aakrnvd,IIn,0.047,0.045349,2458256.5,2458312.64,-56.14,../ML_spectra/spectra/ZTF18aakrnvd_20180518_P60_v1.ascii,1,P60,IIn,408.973657499992,795.908506900065,795.908506900065,,
ZTF18aamftst,IIn,0.046,0.037801,2458284.5,2458312.64,-28.14,../ML_spectra/spectra/ZTF18aamftst_20180615_P60_v1.ascii,1,P60,IIn,882.772337999668,722.047025499865,882.772337999668,,
ZTF18aamigmk,Ia,0.023,,2458277.5,2458245.9,31.6,../ML_spectra/spectra/ZTF18aamigmk_20180608_P60_v1.ascii,1,P60,Ia,884.706678300165,937.670555599965,937.670555599965,,
ZTF18aamyexb,AGN,0.0467,,2458262.5,2458257.7,4.8,../ML_spectra/spectra/ZTF18aamyexb_20180524_P60_v1.ascii,0,P60,AGN,928.313356400002,934.339502300121,934.339502300121,,
ZTF18aansqun,Ia,0.059,0.059676,2458312.5,2458308.69,3.81,../ML_spectra/spectra/ZTF18aansqun_20180713_P60_v2.ascii,1,P60,Ia,40.8390393000955,16.9836805001905,40.8390393000955,,
ZTF18aansqun,Ia,0.059,0.059676,2458312.5,2458308.69,3.81,../ML_spectra/spectra/ZTF18aansqun_20180713_P60_v1.ascii,1,P60,Ia,40.8390393000955,16.9836805001905,40.8390393000955,,
ZTF18aaoecso,AGN,0.051,,2458275.5,2458261.8,13.7,../ML_spectra/spectra/ZTF18aaoecso_20180606_P60_v1.ascii,0,P60,AGN,915.601550900392,902.664768499788,915.601550900392,,
ZTF18aaojsvk,AGN,0.07,,2458283.5,2458575.92,-292.42,../ML_spectra/spectra/ZTF18aaojsvk_20180614_P60_v1.ascii,0,P60,AGN,895.714062499814,934.68541669986,934.68541669986,,
ZTF18aaotzhu,Ia,0.069,0.07153,2458257.5,2458242.78,14.72,../ML_spectra/spectra/ZTF18aaotzhu_20180519_P60_v1.ascii,1,P60,Ia,25.8901504999958,,25.8901504999958,,
ZTF18aaovbiy,Ia,0.079,0.077453,2458247.5,2458242.78,4.72,../ML_spectra/spectra/ZTF18aaovbiy_20180509_P60_v1.ascii,1,P60,Ia,55.8963889000006,780.842928300146,780.842928300146,,
ZTF18aapictz,Ia-91T,0.084,,2458255.5,2458254.64,0.86,../ML_spectra/spectra/ZTF18aapictz_20180517_P60_v1.ascii,1,P60,Ia-91T,71.0049422001393,906.34692130005,906.34692130005,,
ZTF18aapifti,II,0.029,0.021013,2458249.5,2458276.65,-27.15,../ML_spectra/spectra/ZTF18aapifti_20180511_P60_v1.ascii,1,P60,IIP,59.0575810000373,745.947187499602,745.947187499602,,
ZTF18aaqcqvr,Ia,0.068,,2458248.5,2458257.73,-9.23,../ML_spectra/spectra/ZTF18aaqcqvr_20180510_P60_v2.ascii,1,P60,Ia,45.9791898000913,51.9344560000973,51.9344560000973,,
ZTF18aaqcugm,Ia,0.057,0.061865,2458247.5,2458255.68,-8.18,../ML_spectra/spectra/ZTF18aaqcugm_20180509_P60_v1.ascii,1,P60,Ia,57.9036342999898,60.9730323999975,60.9730323999975,,
ZTF18aaqcugm,Ia,0.057,0.061865,2458246.5,2458255.68,-9.18,../ML_spectra/spectra/ZTF18aaqcugm_20180508_P60_v1.ascii,1,P60,Ia,57.9036342999898,60.9730323999975,60.9730323999975,,
ZTF18aaqeasu,Ia-pec,0.04582,0.04582,2458266.5,2458260.7,5.8,../ML_spectra/spectra/ZTF18aaqeasu_20180528_P60_v1.ascii,2,P60,Ia-pec,31.9375926000139,3.92274309974891,31.9375926000139,,
ZTF18aaqehoc,Ia,0.063,0.06236,2458247.5,2458255.73,-8.23,../ML_spectra/spectra/ZTF18aaqehoc_20180509_P60_v1.ascii,1,P60,Ia,51.9355556000883,33.9373842999266,51.9355556000883,,
ZTF18aaqfqaa,II,0.033,0.021815,2458247.5,2458255.73,-8.23,../ML_spectra/spectra/ZTF18aaqfqaa_20180509_P60_v1.ascii,1,P60,IIP,833.879293899983,886.918750000172,886.918750000172,,
ZTF18aaqfqaa,II,0.033,0.021815,2458248.5,2458255.73,-7.23,../ML_spectra/spectra/ZTF18aaqfqaa_20180510_P60_v1.ascii,1,P60,IIP,833.879293899983,886.918750000172,886.918750000172,,
ZTF18aaqgadq,Ia,0.073,0.071919,2458254.5,2458255.72,-1.22,../ML_spectra/spectra/ZTF18aaqgadq_20180516_P60_v1.ascii,1,P60,Ia,45.9212500001377,758.982777799938,758.982777799938,,
ZTF18aaqjovh,Ic-BL,0.053,0.054031,2458247.5,2458248.69,-1.19,../ML_spectra/spectra/ZTF18aaqjovh_20180509_P60_v1.ascii,1,P60,Ic-BL,61.0098263998516,924.392256899737,924.392256899737,,
ZTF18aaqkjuw,Ia,0.091,0.096612,2458439.5,2458429.96,9.54,../ML_spectra/spectra/ZTF18aaqkjuw_20181117_P60_v1.ascii,1,P60,Ia,199.226076399915,27.0279744998479,199.226076399915,,
ZTF18aaqkoyr,II,0.027,0.023894,2458246.5,2458266.7,-20.2,../ML_spectra/spectra/ZTF18aaqkoyr_20180508_P60_v1.ascii,1,P60,IIP,183.326620399945,931.334097200081,931.334097200081,,
ZTF18aaqqhis,Ia,0.055,,2458254.5,2458257.67,-3.17,../ML_spectra/spectra/ZTF18aaqqhis_20180516_P60_v1.ascii,1,P60,Ia,190.304664399941,915.297638800002,915.297638800002,,
ZTF18aaqskoy,Ia,0.086,,2458257.5,2458255.87,1.63,../ML_spectra/spectra/ZTF18aaqskoy_20180519_P60_v1.ascii,1,P60,Ia,361.94898149978,42.9179166001341,361.94898149978,,
ZTF18aaqskoy,Ia,0.086,,2458258.5,2458255.87,2.63,../ML_spectra/spectra/ZTF18aaqskoy_20180520_P60_v1.ascii,1,P60,Ia,361.94898149978,42.9179166001341,361.94898149978,,
ZTF18aaqznkg,CV,0.0,,2458248.5,2458244.88,3.62,../ML_spectra/spectra/ZTF18aaqznkg_20180510_P60_v1.ascii,0,P60,CV,2.94891209994239,2.95190980005282,2.95190980005282,,
ZTF18aaqznkg,CV,0.0,,2458248.5,2458244.88,3.62,../ML_spectra/spectra/ZTF18aaqznkg_20180510_P60_v2.ascii,0,P60,CV,2.94891209994239,2.95190980005282,2.95190980005282,,
ZTF18aaraifg,CV,0.0,,2458248.5,2458244.9,3.6,../ML_spectra/spectra/ZTF18aaraifg_20180510_P60_v1.ascii,0,P60,CV,4.94973380025476,8.02356480015442,8.02356480015442,,
ZTF18aarasof,IIn,0.042,,2458295.5,2458269.85,25.65,../ML_spectra/spectra/ZTF18aarasof_20180626_P60_v1.ascii,1,P60,IIn,364.028807899915,872.814513900332,872.814513900332,,
ZTF18aarasof,IIn,0.042,,2458270.5,2458269.85,0.65,../ML_spectra/spectra/ZTF18aarasof_20180601_P60_v1.ascii,1,P60,IIn,364.028807899915,872.814513900332,872.814513900332,,
ZTF18aarbgrh,AGN,0.084,,2458263.5,2458939.65,-676.15,../ML_spectra/spectra/ZTF18aarbgrh_20180525_P60_v1.ascii,0,P60,AGN,937.266770899762,723.977812500212,937.266770899762,,
ZTF18aarcypa,Ia,0.03,0.032102,2458254.5,2458257.66,-3.16,../ML_spectra/spectra/ZTF18aarcypa_20180516_P60_v1.ascii,1,P60,Ia,12.025798600167,295.006747699816,295.006747699816,,
ZTF18aaroihe,Ia,0.045,0.048299,2458257.5,2458260.63,-3.13,../ML_spectra/spectra/ZTF18aaroihe_20180519_P60_v1.ascii,1,P60,Ia,57.9432176002374,935.233877299826,935.233877299826,,
ZTF18aaroihe,Ia,0.045,0.048299,2458257.5,2458260.63,-3.13,../ML_spectra/spectra/ZTF18aaroihe_20180519_P60_v2.ascii,1,P60,Ia,57.9432176002374,935.233877299826,935.233877299826,,
ZTF18aartjmf,Ia,0.092,0.087823,2458329.5,2458328.62,0.88,../ML_spectra/spectra/ZTF18aartjmf_20180730_P60_v2.ascii,1,P60,Ia,6.04251160007698,9.00364580005407,9.00364580005407,,
ZTF18aarxzmv,Ia,0.07,,2458277.5,2458262.72,14.78,../ML_spectra/spectra/ZTF18aarxzmv_20180608_P60_v1.ascii,1,P60,Ia,33.8868287000732,40.948773200158,40.948773200158,,
ZTF18aasdted,Ia,0.029,0.01815,2458256.5,2458266.77,-10.27,../ML_spectra/spectra/ZTF18aasdted_20180518_P60_v1.ascii,1,P60,Ia,839.735949100002,180.838437499951,839.735949100002,,
ZTF18aaslhxt,Ia,0.059,,2458256.5,2458261.89,-5.39,../ML_spectra/spectra/ZTF18aaslhxt_20180518_P60_v1.ascii,1,P60,Ia,76.9212963003592,75.9989236001929,76.9212963003592,,
ZTF18aasprui,Ia,0.041,0.03827,2458348.5,2458346.61,1.89,../ML_spectra/spectra/ZTF18aasprui_20180818_P60_v1.ascii,1,P60,Ia,149.767465299941,132.788298599895,149.767465299941,,
ZTF18aasxvsg,IIb,0.025,0.024826,2458258.5,2458266.72,-8.22,../ML_spectra/spectra/ZTF18aasxvsg_20180520_P60_v1.ascii,1,P60,IIb-H,71.8983217999266,31.0413194000721,71.8983217999266,,
ZTF18aasycpd,IIb,0.05,0.045154,2458271.5,2458270.75,0.75,../ML_spectra/spectra/ZTF18aasycpd_20180602_P60_v1.ascii,1,P60,IIb-H,82.8674421999603,774.015625,774.015625,,
ZTF18aataafd,Ia,0.075,0.077051,2458262.5,2458262.72,-0.22,../ML_spectra/spectra/ZTF18aataafd_20180524_P60_v1.ascii,1,P60,Ia,32.9952546004279,30.0073494999597,32.9952546004279,,
ZTF18aatjlhe,II,0.031,0.029298,2458443.5,2458441.0,2.5,../ML_spectra/spectra/ZTF18aatjlhe_20181121_P60_v1.ascii,1,P60,IIP,240.271643500309,38.9794561001472,240.271643500309,,
ZTF18aatlfus,II,0.054,0.045089,2458255.5,2458252.87,2.63,../ML_spectra/spectra/ZTF18aatlfus_20180517_P60_v1.ascii,1,P60,IIP,442.859039300107,40.8815624997806,442.859039300107,,
ZTF18aatlfus,II,0.054,0.045089,2458256.5,2458252.87,3.63,../ML_spectra/spectra/ZTF18aatlfus_20180518_P60_v1.ascii,1,P60,IIP,442.859039300107,40.8815624997806,442.859039300107,,
ZTF18aatxsvu,AGN,0.09282,,2458284.5,2458943.91,-659.41,../ML_spectra/spectra/ZTF18aatxsvu_20180615_P60_v1.ascii,0,P60,AGN,811.92068280001,573.725914400071,811.92068280001,,
ZTF18aatyqds,II,0.026,,2458256.5,2458269.85,-13.35,../ML_spectra/spectra/ZTF18aatyqds_20180518_P60_v1.ascii,1,P60,IIP,147.822800999973,109.755717599764,147.822800999973,,
ZTF18aatyqds,II,0.026,,2458315.5,2458269.85,45.65,../ML_spectra/spectra/ZTF18aatyqds_20180716_P60_v1.ascii,1,P60,IIP,147.822800999973,109.755717599764,147.822800999973,,
ZTF18aauenwu,IIn,0.046,0.0483,2458258.5,2458258.92,-0.42,../ML_spectra/spectra/ZTF18aauenwu_20180520_P60_v1.ascii,1,P60,IIn,912.771458399948,922.631585699972,922.631585699972,,
ZTF18aauhxce,Ia,0.085,0.083079,2458278.5,2458269.71,8.79,../ML_spectra/spectra/ZTF18aauhxce_20180609_P60_v1.ascii,1,P60,Ia,46.000080999911,33.9581597000433,46.000080999911,,
ZTF18aauizcr,Ia,0.036,0.033864,2458257.5,2458269.63,-12.13,../ML_spectra/spectra/ZTF18aauizcr_20180519_P60_v1.ascii,1,P60,Ia,51.9764468003996,759.020115799736,759.020115799736,,
ZTF18aauizcr,Ia,0.036,0.033864,2458257.5,2458269.63,-12.13,../ML_spectra/spectra/ZTF18aauizcr_20180519_P60_v2.ascii,1,P60,Ia,51.9764468003996,759.020115799736,759.020115799736,,
ZTF18aaumeys,Ia,0.034,0.036518,2458256.5,2458266.65,-10.15,../ML_spectra/spectra/ZTF18aaumeys_20180518_P60_v1.ascii,1,P60,Ia,98.7840972002669,96.0200924999081,98.7840972002669,,
ZTF18aauworo,Ia,0.047,0.049849,2458261.5,2458273.78,-12.28,../ML_spectra/spectra/ZTF18aauworo_20180523_P60_v1.ascii,1,P60,Ia,90.897708399687,721.982291699846,721.982291699846,,
ZTF18aauxltf,Ia,0.06,0.058647,2458262.5,2458258.7,3.8,../ML_spectra/spectra/ZTF18aauxltf_20180524_P60_v1.ascii,1,P60,Ia,51.8788656997494,581.666979200192,581.666979200192,,
ZTF18aauxzle,II,0.043,0.037386,2458262.5,2458262.76,-0.26,../ML_spectra/spectra/ZTF18aauxzle_20180524_P60_v1.ascii,1,P60,IIP,97.8394907000547,724.11606479995,724.11606479995,,
ZTF18aavjnfx,Ia,0.063,,2458262.5,2458261.76,0.74,../ML_spectra/spectra/ZTF18aavjnfx_20180524_P60_v1.ascii,1,P60,Ia,38.8983680000456,387.947569400072,387.947569400072,,
ZTF18aavnvmp,Ia,0.064,,2458268.5,2458267.65,0.85,../ML_spectra/spectra/ZTF18aavnvmp_20180530_P60_v1.ascii,1,P60,Ia,42.9101736000739,40.9320370000787,42.9101736000739,,
ZTF18aavrwhu,Ia,0.066,0.062043,2458269.5,2458276.69,-7.19,../ML_spectra/spectra/ZTF18aavrwhu_20180531_P60_v1.ascii,1,P60,Ia,48.8740277998149,43.9500925000903,48.8740277998149,,
ZTF18aavrzxp,Ia,0.07,,2458274.5,2458269.71,4.79,../ML_spectra/spectra/ZTF18aavrzxp_20180605_P60_v1.ascii,1,P60,Ia,31.0086689996606,47.9422454000378,47.9422454000378,,
ZTF18aavskep,IIn,0.043,,2458271.5,2458288.7,-17.2,../ML_spectra/spectra/ZTF18aavskep_20180602_P60_v1.ascii,1,P60,IIn,467.886064900093,699.034652799834,699.034652799834,,
ZTF18aavskyg,AGN,0.0911,,2458276.5,2458675.68,-399.18,../ML_spectra/spectra/ZTF18aavskyg_20180607_P60_v1.ascii,0,P60,AGN,792.000231500257,705.03557869979,792.000231500257,,
ZTF18aawczad,Ia,0.067,0.067997,2458278.5,2458269.7,8.8,../ML_spectra/spectra/ZTF18aawczad_20180609_P60_v1.ascii,1,P60,Ia,21.004791699801,21.0264930999911,21.0264930999911,,
ZTF18aawdpnm,Ia,0.046,0.044084,2458274.5,2458276.64,-2.14,../ML_spectra/spectra/ZTF18aawdpnm_20180605_P60_v1.ascii,1,P60,Ia,53.9387384001166,502.838541700039,502.838541700039,,
ZTF18aawjywv,Ia,0.042,,2458270.5,2458272.84,-2.34,../ML_spectra/spectra/ZTF18aawjywv_20180601_P60_v1.ascii,1,P60,Ia,44.9090971997866,42.8701157001706,44.9090971997866,,
ZTF18aawmxdx,Ia,0.044,0.042589,2458465.5,2458467.93,-2.43,../ML_spectra/spectra/ZTF18aawmxdx_20181213_P60_v1.ascii,1,P60,Ia,38.8991898000168,32.9840971999802,38.8991898000168,,
ZTF18aawmxdx,Ia,0.044,0.042589,2458468.5,2458467.93,0.57,../ML_spectra/spectra/ZTF18aawmxdx_20181216_P60_v1.ascii,1,P60,Ia,38.8991898000168,32.9840971999802,38.8991898000168,,
ZTF18aawpcel,Ia,0.156,,2458280.5,2458279.67,0.83,../ML_spectra/spectra/ZTF18aawpcel_20180611_P60_v1.ascii,1,P60,Ia,30.9889699002015,33.9133795998059,33.9133795998059,,
ZTF18aawrmhl,CV,0.0,,2458293.5,2458997.86,-704.36,../ML_spectra/spectra/ZTF18aawrmhl_20180624_P60_v1.ascii,0,P60,CV,878.793680600349,878.693182899631,878.793680600349,,
ZTF18aawurud,Ia,0.05,,2458325.5,2458332.76,-7.26,../ML_spectra/spectra/ZTF18aawurud_20180726_P60_v1.ascii,1,P60,Ia,58.7708102003526,30.9771528001802,58.7708102003526,,
ZTF18aawxlxf,Ia,0.088,0.082155,2458277.5,2458276.69,0.81,../ML_spectra/spectra/ZTF18aawxlxf_20180608_P60_v1.ascii,1,P60,Ia,26.0032291999014,17.9402431002964,26.0032291999014,,
ZTF18aawyjjq,II,0.037,,2458271.5,2458272.83,-1.33,../ML_spectra/spectra/ZTF18aawyjjq_20180602_P60_v1.ascii,1,P60,IIP,351.926724500008,105.791527700145,351.926724500008,,
ZTF18aaxavsk,Ia,0.081,,2458271.5,2458278.82,-7.32,../ML_spectra/spectra/ZTF18aaxavsk_20180602_P60_v1.ascii,1,P60,Ia,49.9224304999152,39.8923610998245,49.9224304999152,,
ZTF18aaxcfbt,Ia,0.069,0.068175,2458302.5,2458279.63,22.87,../ML_spectra/spectra/ZTF18aaxcfbt_20180703_P60_v1.ascii,1,P60,Ia,38.9387846998798,876.309629600037,876.309629600037,,
ZTF18aaxcntm,Ia,0.026,0.026922,2458270.5,2458278.8,-8.3,../ML_spectra/spectra/ZTF18aaxcntm_20180601_P60_v1.ascii,1,P60,Ia,718.157488400109,111.800138800398,718.157488400109,,
ZTF18aaxcxih,Ia,0.073,,2458274.5,2458278.83,-4.33,../ML_spectra/spectra/ZTF18aaxcxih_20180605_P60_v1.ascii,1,P60,Ia,54.0254282001479,32.9146990999652,54.0254282001479,,
ZTF18aaxdrjn,Ia,0.032,0.033987,2458269.5,2458279.65,-10.15,../ML_spectra/spectra/ZTF18aaxdrjn_20180531_P60_v1.ascii,1,P60,Ia,54.9229514002727,55.013182899922,55.013182899922,,
ZTF18aaxiuyp,Ic,0.036,0.029661,2458278.5,2458281.66,-3.16,../ML_spectra/spectra/ZTF18aaxiuyp_20180609_P60_v1.ascii,1,P60,Ic,714.11111110029,30.9915162003599,714.11111110029,,
ZTF18aaxjuwy,II,0.08,0.082797,2458284.5,2458293.69,-9.19,../ML_spectra/spectra/ZTF18aaxjuwy_20180615_P60_v1.ascii,1,P60,IIP,19.040370399598,650.097002299983,650.097002299983,,
ZTF18aaxkfos,Ia,0.075,,2458279.5,2458279.65,-0.15,../ML_spectra/spectra/ZTF18aaxkfos_20180610_P60_v1.ascii,1,P60,Ia,13.0575346998085,25.9427199000565,25.9427199000565,,
ZTF18aaxkjmm,Ia,0.069,,2458288.5,2458278.72,9.78,../ML_spectra/spectra/ZTF18aaxkjmm_20180619_P60_v1.ascii,1,P60,Ia,63.9184260000402,36.0163773000168,63.9184260000402,,
ZTF18aaxkqgy,II,0.014,0.015811,2458270.5,2458275.82,-5.32,../ML_spectra/spectra/ZTF18aaxkqgy_20180601_P60_v1.ascii,1,P60,IIP,871.719351800159,907.800856400296,907.800856400296,,
ZTF18aaxkqgy,II,0.014,0.015811,2458271.5,2458275.82,-4.32,../ML_spectra/spectra/ZTF18aaxkqgy_20180602_P60_v1.ascii,1,P60,IIP,871.719351800159,907.800856400296,907.800856400296,,
